"rule_title","severity","product","group_id","rule_id","check_content","fix_text","rule_version"
"The required legal notice must be configured to display before console logon.","medium","Microsoft Windows 11 ","V-253445","SV-253445r840186","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: LegalNoticeText

Value Type: REG_SZ
Value: 
You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only.

By using this IS (which includes any device attached to this IS), you consent to the following conditions:

-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations.

-At any time, the USG may inspect and seize data stored on this IS.

-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose.

-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy.

-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants. Such communications and work product are private and confidential. See User Agreement for details.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Interactive logon: Message text for users attempting to log on"""" to the following.

You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only.

By using this IS (which includes any device attached to this IS), you consent to the following conditions:

-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations.

-At any time, the USG may inspect and seize data stored on this IS.

-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose.

-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy.

-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants. Such communications and work product are private and confidential. See User Agreement for details.","WN11-SO-000075"
"The Windows message title for the legal notice must be configured.","low","Microsoft Windows 11 ","V-253446","SV-253446r829422","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: LegalNoticeCaption

Value Type: REG_SZ
Value: See message title above

""""DoD Notice and Consent Banner"""", """"US Department of Defense Warning Statement"""" or a site-defined equivalent, this is a finding.

If a site-defined title is used, it can in no case contravene or modify the language of the banner text required in WN11-SO-000075.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Interactive logon: Message title for users attempting to log on"""" to """"DoD Notice and Consent Banner"""", """"US Department of Defense Warning Statement"""", or a site-defined equivalent.

If a site-defined title is used, it can in no case contravene or modify the language of the banner text required in WN11-SO-000075.","WN11-SO-000080"
"Caching of logon credentials must be limited.","low","Microsoft Windows 11 ","V-253447","SV-253447r829425","This is the default configuration for this setting (10 logons to cache).

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\

Value Name: CachedLogonsCount

Value Type: REG_SZ
Value: 10 (or less)

This setting only applies to domain-joined systems, however, it is configured by default on all systems.","This is the default configuration for this setting (10 logons to cache).

Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Interactive logon: Number of previous logons to cache (in case domain controller is not available)"""" to """"10"""" logons or less.

This setting only applies to domain-joined systems, however, it is configured by default on all systems.","WN11-SO-000085"
"The Smart Card removal option must be configured to Force Logoff or Lock Workstation.","medium","Microsoft Windows 11 ","V-253448","SV-253448r829428","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\

Value Name: SCRemoveOption

Value Type: REG_SZ
Value: 1 (Lock Workstation) or 2 (Force Logoff)

This can be left not configured or set to """"No action"""" on workstations with the following conditions. This must be documented with the ISSO.
-The setting cannot be configured due to mission needs, or because it interferes with applications.
-Policy must be in place that users manually lock workstations when leaving them unattended.
-The screen saver is properly configured to lock as required.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Interactive logon: Smart card removal behavior"""" to """"Lock Workstation"""" or """"Force Logoff"""".","WN11-SO-000095"
"The Windows SMB client must be configured to always perform SMB packet signing.","medium","Microsoft Windows 11 ","V-253449","SV-253449r916422","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\LanmanWorkstation\Parameters\

Value Name: RequireSecuritySignature

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Microsoft network client: Digitally sign communications (always)"""" to """"Enabled"""".","WN11-SO-000100"
"Unencrypted passwords must not be sent to third-party SMB Servers.","medium","Microsoft Windows 11 ","V-253450","SV-253450r877396","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\LanmanWorkstation\Parameters\

Value Name: EnablePlainTextPassword

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Microsoft network client: Send unencrypted password to third-party SMB servers"""" to """"Disabled"""".","WN11-SO-000110"
"The Windows SMB server must be configured to always perform SMB packet signing.","medium","Microsoft Windows 11 ","V-253451","SV-253451r916422","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\LanManServer\Parameters\

Value Name: RequireSecuritySignature

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Microsoft network server: Digitally sign communications (always)"""" to """"Enabled"""".","WN11-SO-000120"
"Anonymous SID/Name translation must not be allowed.","high","Microsoft Windows 11 ","V-253452","SV-253452r829440","Verify the effective setting in Local Group Policy Editor.
Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options.

If the value for """"Network access: Allow anonymous SID/Name translation"""" is not set to """"Disabled"""", this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network access: Allow anonymous SID/Name translation"""" to """"Disabled"""".","WN11-SO-000140"
"Anonymous enumeration of SAM accounts must not be allowed.","high","Microsoft Windows 11 ","V-253453","SV-253453r829443","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\

Value Name: RestrictAnonymousSAM

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network access: Do not allow anonymous enumeration of SAM accounts"""" to """"Enabled"""".","WN11-SO-000145"
"Anonymous enumeration of shares must be restricted.","high","Microsoft Windows 11 ","V-253454","SV-253454r829446","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\

Value Name: RestrictAnonymous

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network access: Do not allow anonymous enumeration of SAM accounts and shares"""" to """"Enabled"""".","WN11-SO-000150"
"The system must be configured to prevent anonymous users from having the same rights as the Everyone group.","medium","Microsoft Windows 11 ","V-253455","SV-253455r829449","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\

Value Name: EveryoneIncludesAnonymous

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network access: Let Everyone permissions apply to anonymous users"""" to """"Disabled"""".","WN11-SO-000160"
"Anonymous access to Named Pipes and Shares must be restricted.","high","Microsoft Windows 11 ","V-253456","SV-253456r829452","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\LanManServer\Parameters\

Value Name: RestrictNullSessAccess

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network access: Restrict anonymous access to Named Pipes and Shares"""" to """"Enabled"""".","WN11-SO-000165"
"Remote calls to the Security Account Manager (SAM) must be restricted to Administrators.","medium","Microsoft Windows 11 ","V-253457","SV-253457r877392","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\

Value Name: RestrictRemoteSAM

Value Type: REG_SZ
Value: O:BAG:BAD:(A;;RC;;;BA)","Navigate to the policy Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network access: Restrict clients allowed to make remote calls to SAM"""".

Select """"Edit Security"""" to configure the """"Security descriptor:"""".

Add """"Administrators"""" in """"Group or user names:"""" if it is not already listed (this is the default).

Select """"Administrators"""" in """"Group or user names:"""".

Select """"Allow"""" for """"Remote Access"""" in """"Permissions for """"Administrators"""".

Click """"OK"""".

The """"Security descriptor:"""" must be populated with """"O:BAG:BAD:(A;;RC;;;BA) for the policy to be enforced.","WN11-SO-000167"
"NTLM must be prevented from falling back to a Null session.","medium","Microsoft Windows 11 ","V-253458","SV-253458r829458","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\LSA\MSV1_0\

Value Name: allownullsessionfallback

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network security: Allow LocalSystem NULL session fallback"""" to """"Disabled"""".","WN11-SO-000180"
"PKU2U authentication using online identities must be prevented.","medium","Microsoft Windows 11 ","V-253459","SV-253459r829461","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\LSA\pku2u\

Value Name: AllowOnlineID

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network security: Allow PKU2U authentication requests to this computer to use online identities"""" to """"Disabled"""".","WN11-SO-000185"
"Kerberos encryption types must be configured to prevent the use of DES and RC4 encryption suites.","medium","Microsoft Windows 11 ","V-253460","SV-253460r829464","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\

Value Name: SupportedEncryptionTypes

Value Type: REG_DWORD
Value: 0x7ffffff8 (2147483640)","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network security: Configure encryption types allowed for Kerberos"""" to """"Enabled"""" with only the following selected:

AES128_HMAC_SHA1
AES256_HMAC_SHA1
Future encryption types","WN11-SO-000190"
"The system must be configured to prevent the storage of the LAN Manager hash of passwords.","high","Microsoft Windows 11 ","V-253461","SV-253461r877397","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\

Value Name: NoLMHash

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network security: Do not store LAN Manager hash value on next password change"""" to """"Enabled"""".","WN11-SO-000195"
"The LanMan authentication level must be set to send NTLMv2 response only, and to refuse LM and NTLM.","high","Microsoft Windows 11 ","V-253462","SV-253462r829470","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\

Value Name: LmCompatibilityLevel

Value Type: REG_DWORD
Value: 5","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network security: LAN Manager authentication level"""" to """"Send NTLMv2 response only. Refuse LM & NTLM"""".","WN11-SO-000205"
"The system must be configured to the required LDAP client signing level.","medium","Microsoft Windows 11 ","V-253463","SV-253463r829473","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\LDAP\

Value Name: LDAPClientIntegrity

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network security: LDAP client signing requirements"""" to """"Negotiate signing"""" at a minimum.","WN11-SO-000210"
"The system must be configured to meet the minimum session security requirement for NTLM SSP based clients.","medium","Microsoft Windows 11 ","V-253464","SV-253464r829476","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0\

Value Name: NTLMMinClientSec

Value Type: REG_DWORD
Value: 0x20080000 (537395200)","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network security: Minimum session security for NTLM SSP based (including secure RPC) clients"""" to """"Require NTLMv2 session security"""" and """"Require 128-bit encryption"""" (all options selected).","WN11-SO-000215"
"The system must be configured to meet the minimum session security requirement for NTLM SSP based servers.","medium","Microsoft Windows 11 ","V-253465","SV-253465r829479","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0\

Value Name: NTLMMinServerSec

Value Type: REG_DWORD
Value: 0x20080000 (537395200)","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"Network security: Minimum session security for NTLM SSP based (including secure RPC) servers"""" to """"Require NTLMv2 session security"""" and """"Require 128-bit encryption"""" (all options selected).","WN11-SO-000220"
"The system must be configured to use FIPS-compliant algorithms for encryption, hashing, and signing.","medium","Microsoft Windows 11 ","V-253466","SV-253466r877466","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\FIPSAlgorithmPolicy\

Value Name: Enabled

Value Type: REG_DWORD
Value: 1
 
Warning: Clients with this setting enabled will not be able to communicate via digitally encrypted or signed protocols with servers that do not support these algorithms.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"System cryptography: Use FIPS compliant algorithms for encryption, hashing, and signing"""" to """"Enabled"""".","WN11-SO-000230"
"The default permissions of global system objects must be increased.","low","Microsoft Windows 11 ","V-253467","SV-253467r829485","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Session Manager\

Value Name: ProtectionMode

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"System objects: Strengthen default permissions of internal system objects (e.g. Symbolic links)"""" to """"Enabled"""".","WN11-SO-000240"
"User Account Control approval mode for the built-in Administrator must be enabled.","medium","Microsoft Windows 11 ","V-253468","SV-253468r829488","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: FilterAdministratorToken

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"User Account Control: Admin Approval Mode for the Built-in Administrator account"""" to """"Enabled"""".","WN11-SO-000245"
"User Account Control must prompt administrators for consent on the secure desktop.","medium","Microsoft Windows 11 ","V-253469","SV-253469r829491","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: ConsentPromptBehaviorAdmin

Value Type: REG_DWORD
Value: 2 (Prompt for consent on the secure desktop)","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode"""" to """"Prompt for consent on the secure desktop"""".","WN11-SO-000250"
"Windows 11 must use multifactor authentication for local and network access to privileged and nonprivileged accounts.","medium","Microsoft Windows 11 ","V-253470","SV-253470r890470","If the system is not a member of a domain, this is Not Applicable.

If one of the following settings does not exist and is not populated, this is a finding: 

\HKLM\SOFTWARE\Microsoft\Cryptography\Calais\Readers
\HKLM\SOFTWARE\Microsoft\Cryptography\Calais\SmartCards","For nondomain joined systems, configuring Windows Hello for sign-on options would be suggested based on the organization's needs and capabilities.","WN11-SO-000251"
"User Account Control must automatically deny elevation requests for standard users.","medium","Microsoft Windows 11 ","V-253471","SV-253471r829497","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: ConsentPromptBehaviorUser

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"User Account Control: Behavior of the elevation prompt for standard users"""" to """"Automatically deny elevation requests"""".","WN11-SO-000255"
"User Account Control must be configured to detect application installations and prompt for elevation.","medium","Microsoft Windows 11 ","V-253472","SV-253472r829500","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: EnableInstallerDetection

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"User Account Control: Detect application installations and prompt for elevation"""" to """"Enabled"""".","WN11-SO-000260"
"User Account Control must only elevate UIAccess applications that are installed in secure locations.","medium","Microsoft Windows 11 ","V-253473","SV-253473r829503","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: EnableSecureUIAPaths

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"User Account Control: Only elevate UIAccess applications that are installed in secure locations"""" to """"Enabled"""".","WN11-SO-000265"
"User Account Control must run all administrators in Admin Approval Mode, enabling UAC.","medium","Microsoft Windows 11 ","V-253474","SV-253474r829506","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: EnableLUA

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"User Account Control: Run all administrators in Admin Approval Mode"""" to """"Enabled"""".","WN11-SO-000270"
"User Account Control must virtualize file and registry write failures to per-user locations.","medium","Microsoft Windows 11 ","V-253475","SV-253475r829509","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: EnableVirtualization

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> """"User Account Control: Virtualize file and registry write failures to per-user locations"""" to """"Enabled"""".","WN11-SO-000275"
"Passwords for enabled local Administrator accounts must be changed at least every 60 days.","medium","Microsoft Windows 11 ","V-253476","SV-253476r928647","If there are no enabled local Administrator accounts, this is Not Applicable.

Review the password last set date for the enabled local Administrator account.

On the local domain-joined workstation:

Open """"PowerShell"""".

Enter """"Get-LocalUser -Name * | Select-Object *"""".

If the """"PasswordLastSet"""" date is greater than """"60"""" days old for the local Administrator account for administering the computer/domain, this is a finding.

Verify LAPS is configured and operational. 

Navigate to Local Computer Policy >> Computer Configuration >> Administrative Templates >> System >> LAPS >> Password Settings >> Set to enabled. Password Complexity, large letters + small letters + numbers + special, Password Length 14, Password Age 60. If not configured as shown, this is a finding. 

Navigate to Local Computer Policy >> Computer Configuration >> Administrative Templates >> System >> LAPS >> Password Settings >> Name of administrator Account to manage >> Set to enabled >> Administrator account name is populated. If it is not, this is a finding. 

Verify LAPS Operational logs >> Event Viewer >> Applications and Services Logs >> Microsoft >> Windows >> LAPS >> Operational. Verify LAPS policy process is completing. If it is not, this is a finding.","Change the enabled local Administrator account password at least every 60 days. 

Windows LAPS must be used to change the built-in Administrator account password. Domain-joined systems can configure this to occur more frequently. LAPS will change the password every 30 days by default. 

More information is available at:
https://techcommunity.microsoft.com/t5/windows-it-pro-blog/by-popular-demand-windows-laps-available-now/ba-p/3788747
https://learn.microsoft.com/en-us/windows-server/identity/laps/laps-overview#windows-laps-supported-platforms-and-azure-ad-laps-preview-status","WN11-SO-000280"
"Toast notifications to the lock screen must be turned off.","low","Microsoft Windows 11 ","V-253477","SV-253477r829515","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_CURRENT_USER
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\PushNotifications\

Value Name: NoToastApplicationNotificationOnLockScreen

Value Type: REG_DWORD
Value: 1","Configure the policy value for User Configuration >> Administrative Templates >> Start Menu and Taskbar >> Notifications >> """"Turn off toast notifications on the lock screen"""" to """"Enabled"""".","WN11-UC-000015"
"Zone information must be preserved when saving attachments.","medium","Microsoft Windows 11 ","V-253478","SV-253478r829518","The default behavior is for Windows to mark file attachments with their zone information.

If it exists and is configured with a value of """"1"""", this is a finding.

Registry Hive: HKEY_CURRENT_USER
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Attachments\

Value Name: SaveZoneInformation

Value Type: REG_DWORD
Value: 0x00000002 (2) (or if the Value Name does not exist)","The default behavior is for Windows to mark file attachments with their zone information.

To correct this, configure the policy value for User Configuration >> Administrative Templates >> Windows Components >> Attachment Manager >> """"Do not preserve zone information in file attachments"""" to """"Not Configured"""" or """"Disabled"""".","WN11-UC-000020"
"The ""Access Credential Manager as a trusted caller"" user right must not be assigned to any groups or accounts.","medium","Microsoft Windows 11 ","V-253479","SV-253479r877392","Verify the effective setting in Local Group Policy Editor.
Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts are granted the """"Access Credential Manager as a trusted caller"""" user right, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> """"Access Credential Manager as a trusted caller"""" to be defined but containing no entries (blank).","WN11-UR-000005"
"The ""Access this computer from the network"" user right must only be assigned to the Administrators and Remote Desktop Users groups.","medium","Microsoft Windows 11 ","V-253480","SV-253480r829524","Verify the effective setting in Local Group Policy Editor.
Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the """"Access this computer from the network"""" user right, this is a finding:

Administrators
Remote Desktop Users

If a domain application account such as for a management tool requires this user right, this would not be a finding.

Vendor documentation must support the requirement for having the user right.

The requirement must be documented with the ISSO.

The application account, managed at the domain level, must meet requirements for application account passwords, such as length and frequency of changes as defined in the Windows Server STIGs.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> """"Access this computer from the network"""" to only include the following groups or accounts:

Administrators  
Remote Desktop Users","WN11-UR-000010"
"The ""Act as part of the operating system"" user right must not be assigned to any groups or accounts.","high","Microsoft Windows 11 ","V-253481","SV-253481r877392","Verify the effective setting in Local Group Policy Editor.
Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts (to include administrators), are granted the """"Act as part of the operating system"""" user right, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> """"Act as part of the operating system"""" to be defined but containing no entries (blank).","WN11-UR-000015"
"The ""Allow log on locally"" user right must only be assigned to the Administrators and Users groups.","medium","Microsoft Windows 11 ","V-253482","SV-253482r829530","Verify the effective setting in Local Group Policy Editor.

Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the """"Allow log on locally"""" user right, this is a finding:

Administrators
Users","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> """"Allow log on locally"""" to only include the following groups or accounts:

Administrators
Users","WN11-UR-000025"
"The ""Back up files and directories"" user right must only be assigned to the Administrators group.","medium","Microsoft Windows 11 ","V-253483","SV-253483r877392","Verify the effective setting in Local Group Policy Editor.
Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the """"Back up files and directories"""" user right, this is a finding:

Administrators","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> """"Back up files and directories"""" to only include the following groups or accounts:

Administrators","WN11-UR-000030"
"The ""Change the system time"" user right must only be assigned to Administrators and Local Service.","medium","Microsoft Windows 11 ","V-253484","SV-253484r890471","Verify the effective setting in Local Group Policy Editor.
Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the """"Change the system time"""" user right, this is a finding:

Administrators
LOCAL SERVICE","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> """"Change the system time"""" to only include the following groups or accounts:

Administrators
LOCAL SERVICE","WN11-UR-000035"
"The ""Create a pagefile"" user right must only be assigned to the Administrators group.","medium","Microsoft Windows 11 ","V-253485","SV-253485r877392","Verify the effective setting in Local Group Policy Editor.
Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the """"Create a pagefile"""" user right, this is a finding:

Administrators","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> """"Create a pagefile"""" to only include the following groups or accounts:

Administrators","WN11-UR-000040"
"The ""Create a token object"" user right must not be assigned to any groups or accounts.","high","Microsoft Windows 11 ","V-253486","SV-253486r877392","Verify the effective setting in Local Group Policy Editor.
Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts are granted the """"Create a token object"""" user right, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> """"Create a token object"""" to be defined but containing no entries (blank).","WN11-UR-000045"
